nodeName	altName	nodeAttr[nodesPresent, ]
GS1_SS_13996_19465	NA	cornflowerblue
GS1_SS_13998_17655	NA	darkviolet
GS1_SS_14002_13187	NA	darkseagreen3
GS1_SS_14003_11500	NA	lightskyblue4
GS1_SS_14005_08439	NA	cornflowerblue
GS1_SS_14012_11652	NA	darkviolet
GS1_SS_14018_07632	NA	cornflowerblue
GS1_SS_14021_04434	NA	lightskyblue4
GS1_SS_14025_20760	NA	blue1
GS1_SS_14027_04591	NA	cornflowerblue
GS1_SS_14028_02196	NA	cornflowerblue
GS1_SS_14031_15728	NA	coral4
GS1_SS_14032_08342	NA	darkviolet
GS1_SS_14035_17183	NA	antiquewhite2
GS1_SS_14036_02631	NA	lightskyblue4
GS1_SS_14037_06886	NA	lavender
GS1_SS_14038_12480	NA	blue1
GS1_SS_14039_21050	NA	coral4
GS1_SS_14041_19023	NA	darkviolet
GS1_SS_14044_12408	NA	blue1
GS1_SS_14047_11425	NA	coral4
GS1_SS_14050_16840	NA	darkviolet
GS1_SS_14061_19549	NA	antiquewhite2
GS1_SS_14070_09154	NA	cornflowerblue
GS1_SS_14086_10010	NA	lightskyblue4
GS1_SS_14087_11529	NA	cornflowerblue
GS1_SS_14089_04354	NA	lightskyblue4
GS1_SS_14091_12286	NA	cornflowerblue
GS1_SS_14094_08538	NA	cornflowerblue
GS1_SS_14103_09204	NA	blue1
GS1_SS_14112_08752	NA	cornflowerblue
GS1_SS_14114_16033	NA	darkseagreen3
GS1_SS_14117_08299	NA	cornflowerblue
GS1_SS_14118_02146	NA	cornflowerblue
GS1_SS_14120_11795	NA	coral4
GS1_SS_14131_21401	NA	cornflowerblue
GS1_SS_14134_07313	NA	lavender
GS1_SS_14141_13932	NA	darkseagreen3
GS1_SS_14144_17010	NA	lavender
GS1_SS_14147_11646	NA	blue1
GS1_SS_14148_11939	NA	coral4
GS1_SS_14152_20252	NA	darkviolet
GS1_SS_14154_05246	NA	cornflowerblue
GS1_SS_14170_20378	NA	lightskyblue4
GS1_SS_14171_08502	NA	coral4
GS1_SS_14172_10901	NA	blue1
GS1_SS_14173_13812	NA	cornflowerblue
GS1_SS_14175_14687	NA	cornflowerblue
GS1_SS_14179_18817	NA	coral4
GS1_SS_14183_14981	NA	coral4
GS1_SS_14185_10664	NA	coral4
GS1_SS_14187_02593	NA	lightskyblue4
GS1_SS_14189_01552	NA	darkviolet
GS1_SS_14195_05227	NA	coral4
GS1_SS_14201_15510	NA	darkviolet
GS1_SS_14205_05681	NA	lavender
GS1_SS_14212_08208	NA	blue1
GS1_SS_14217_19322	NA	lavender
GS1_SS_14222_17426	NA	lightskyblue4
GS1_SS_14223_05463	NA	darkviolet
GS1_SS_14224_15247	NA	blue1
GS1_SS_14229_08506	NA	lavender
GS1_SS_14230_02629	NA	cornflowerblue
GS1_SS_14235_14212	NA	darkviolet
GS1_SS_14236_07502	NA	blue1
GS1_SS_14244_10158	NA	lavender
GS1_SS_14249_09200	NA	darkviolet
GS1_SS_14250_14678	NA	cornflowerblue
GS1_SS_14257_14314	NA	cornflowerblue
GS1_SS_14259_05626	NA	cornflowerblue
GS1_SS_14260_13809	NA	lightskyblue4
GS1_SS_14263_11612	NA	coral4
GS1_SS_14264_20607	NA	cornflowerblue
GS1_SS_14265_17186	NA	darkviolet
GS1_SS_14266_20857	NA	antiquewhite2
GS1_SS_14268_12617	NA	antiquewhite2
GS1_SS_14271_18423	NA	lavender
GS1_SS_14274_16058	NA	darkviolet
GS1_SS_14280_01119	NA	cornflowerblue
GS1_SS_14288_09143	NA	antiquewhite4
GS1_SS_14290_08559	NA	lightskyblue4
GS1_SS_14292_18605	NA	lightpink3
GS1_SS_14293_13781	NA	darkviolet
GS1_SS_14294_09668	NA	darkviolet
GS1_SS_14296_04512	NA	coral4
GS1_SS_14297_03846	NA	darkviolet
GS1_SS_14300_15837	NA	cornflowerblue
GS1_SS_14303_19976	NA	coral4
GS1_SS_14304_10741	NA	lavender
GS1_SS_14305_09605	NA	darkviolet
GS1_SS_14306_19917	NA	cornflowerblue
GS1_SS_14315_04459	NA	cornflowerblue
GS1_SS_14319_09724	NA	lavender
GS1_SS_14320_02139	NA	coral4
GS1_SS_14323_04360	NA	cornflowerblue
GS1_SS_14330_16273	NA	darkviolet
GS1_SS_14332_13231	NA	cornflowerblue
GS1_SS_14333_20560	NA	darkviolet
GS1_SS_14342_13901	NA	lightskyblue4
GS1_SS_14344_06876	NA	lavender
GS1_SS_14345_19050	NA	antiquewhite2
GS1_SS_14349_07400	NA	darkviolet
GS1_SS_14354_11292	NA	cornflowerblue
GS1_SS_14357_13142	NA	lightskyblue4
GS1_SS_14358_15334	NA	lavender
GS1_SS_14361_02956	NA	cornflowerblue
GS1_SS_14366_19248	NA	cornflowerblue
GS1_SS_14370_20558	NA	lightskyblue4
GS1_SS_14379_01116	NA	lavender
GS1_SS_14388_20616	NA	darkviolet
GS1_SS_14389_05534	NA	darkviolet
GS1_SS_14395_00874	NA	lavender
GS1_SS_14399_15993	NA	darkviolet
GS1_SS_14406_10351	NA	darkviolet
GS1_SS_14409_17826	NA	cornflowerblue
GS1_SS_14411_03659	NA	antiquewhite2
GS1_SS_14416_13483	NA	antiquewhite2
GS1_SS_14418_17382	NA	lavender
GS1_SS_14421_04705	NA	darkviolet
GS1_SS_14425_00206	NA	lightskyblue4
GS1_SS_14431_10396	NA	cornflowerblue
GS1_SS_14432_17205	NA	coral4
GS1_SS_14434_12281	NA	lightskyblue4
GS1_SS_14439_19357	NA	lightskyblue4
GS1_SS_14442_04654	NA	lightskyblue4
GS1_SS_14446_07681	NA	blue1
GS1_SS_14447_01709	NA	cornflowerblue
GS1_SS_14448_19956	NA	darkviolet
GS1_SS_14458_14399	NA	cornflowerblue
GS1_SS_14460_16438	NA	cornflowerblue
GS1_SS_14461_05845	NA	cornflowerblue
GS1_SS_14462_20455	NA	lavender
GS1_SS_14466_12096	NA	lightskyblue4
GS1_SS_14467_05347	NA	cornflowerblue
GS1_SS_14471_16152	NA	cornflowerblue
GS1_SS_14473_09980	NA	cornflowerblue
GS1_SS_14476_10503	NA	lavender
GS1_SS_14483_09203	NA	darkviolet
GS1_SS_14488_20071	NA	lavender
GS1_SS_14491_06752	NA	cornflowerblue
GS1_SS_14493_11369	NA	lavender
GS1_SS_14496_11281	NA	lightskyblue4
GS1_SS_14497_04811	NA	blue1
GS1_SS_14498_08516	NA	cornflowerblue
GS1_SS_14500_13207	NA	coral4
GS1_SS_14506_13257	NA	antiquewhite4
GS1_SS_14508_01259	NA	lavender
GS1_SS_14509_11449	NA	lavender
GS1_SS_14512_14250	NA	antiquewhite4
GS1_SS_14515_16792	NA	blue1
GS1_SS_14516_19264	NA	coral4
GS1_SS_14525_09812	NA	darkviolet
GS1_SS_14527_16227	NA	darkviolet
GS1_SS_14539_15046	NA	coral4
GS1_SS_14540_15698	NA	lightskyblue4
GS1_SS_14542_04860	NA	coral4
GS1_SS_14545_07362	NA	coral4
GS1_SS_14546_09957	NA	darkviolet
GS1_SS_14547_21290	NA	coral4
GS1_SS_14552_06374	NA	lightskyblue4
GS1_SS_14553_14264	NA	plum3
GS1_SS_14557_14768	NA	lightskyblue4
GS1_SS_14563_13745	NA	darkviolet
GS1_SS_14572_06766	NA	lightskyblue4
GS1_SS_14576_14272	NA	lightskyblue4
GS1_SS_14584_08077	NA	darkviolet
GS1_SS_14585_14039	NA	cornflowerblue
GS1_SS_14586_16366	NA	cornflowerblue
GS1_SS_14588_11968	NA	darkviolet
GS1_SS_14593_20431	NA	coral4
GS1_SS_14597_13262	NA	cornflowerblue
GS1_SS_14598_20030	NA	lightskyblue4
GS1_SS_14602_05695	NA	lightskyblue4
GS1_SS_14608_20074	NA	lightskyblue4
GS1_SS_14609_02362	NA	lavender
GS1_SS_14614_03929	NA	darkviolet
GS1_SS_14616_02256	NA	lavender
GS1_SS_14627_10962	NA	darkviolet
GS1_SS_14633_06135	NA	lightskyblue4
GS1_SS_14638_10705	NA	darkviolet
GS1_SS_14641_12206	NA	antiquewhite2
GS1_SS_14643_19707	NA	lightskyblue4
GS1_SS_14659_07726	NA	cornflowerblue
GS1_SS_14661_00905	NA	coral4
GS1_SS_14668_09255	NA	cornflowerblue
GS1_SS_14669_09851	NA	cornflowerblue
GS1_SS_14673_09375	NA	darkviolet
GS1_SS_14674_16537	NA	lavender
GS1_SS_14676_00055	NA	lavender
GS1_SS_14679_19172	NA	cornflowerblue
GS1_SS_14681_03306	NA	blue1
GS1_SS_14687_04038	NA	lavender
GS1_SS_14690_09676	NA	blue1
GS1_SS_14696_01191	NA	darkviolet
GS1_SS_14699_03954	NA	darkviolet
GS1_SS_14701_05830	NA	darkviolet
GS1_SS_14706_05618	NA	lavender
GS1_SS_14714_13636	NA	coral4
GS1_SS_14717_12579	NA	lavender
GS1_SS_14719_14747	NA	lightskyblue3
GS1_SS_14720_10651	NA	cornflowerblue
GS1_SS_14722_05423	NA	lightskyblue4
GS1_SS_14723_04102	NA	lightskyblue4
GS1_SS_14724_11066	NA	darkviolet
GS1_SS_14726_01170	NA	lavender
GS1_SS_14734_11981	NA	blue1
GS1_SS_14738_08175	NA	darkviolet
GS1_SS_14740_20275	NA	coral4
GS1_SS_14743_20310	NA	cornflowerblue
GS1_SS_14753_03116	NA	antiquewhite4
GS1_SS_14755_09486	NA	cornflowerblue
GS1_SS_14765_02725	NA	antiquewhite2
GS1_SS_14767_08312	NA	cornflowerblue
GS1_SS_14770_11046	NA	blue1
GS1_SS_14773_11460	NA	lavender
GS1_SS_14774_14251	NA	coral4
GS1_SS_14778_01986	NA	darkviolet
GS1_SS_14779_00276	NA	cornflowerblue
GS1_SS_14783_16054	NA	cornflowerblue
GS1_SS_14787_13979	NA	cornflowerblue
GS1_SS_14789_17126	NA	cornflowerblue
GS1_SS_14790_05452	NA	cornflowerblue
GS1_SS_14796_14133	NA	darkviolet
GS1_SS_14797_02153	NA	cornflowerblue
GS1_SS_14805_04474	NA	darkviolet
GS1_SS_14808_12954	NA	lavender
GS1_SS_14811_10676	NA	lightskyblue4
GS1_SS_14817_06800	NA	darkviolet
GS1_SS_14821_05836	NA	darkseagreen3
GS1_SS_14824_05404	NA	cornflowerblue
GS1_SS_14825_11431	NA	coral4
GS1_SS_14826_03761	NA	lightskyblue4
GS1_SS_14828_01506	NA	darkviolet
GS1_SS_14834_04894	NA	cornflowerblue
GS1_SS_14840_21756	NA	lavender
GS1_SS_14844_03571	NA	coral4
GS1_SS_14851_21366	NA	darkviolet
GS1_SS_14856_17473	NA	lavender
GS1_SS_14860_08778	NA	darkviolet
GS1_SS_14862_09846	NA	blue1
GS1_SS_14864_16745	NA	lavender
GS1_SS_14867_13028	NA	darkviolet
GS1_SS_14868_13583	NA	cornflowerblue
GS1_SS_14873_13640	NA	darkviolet
GS1_SS_14883_02814	NA	antiquewhite2
GS1_SS_14891_11869	NA	cornflowerblue
GS1_SS_14893_19106	NA	darkviolet
GS1_SS_14896_08403	NA	darkviolet
GS1_SS_14899_12777	NA	coral4
GS1_SS_14901_15892	NA	darkviolet
GS1_SS_14905_12807	NA	lightskyblue4
GS1_SS_14907_10096	NA	darkviolet
GS1_SS_14908_06072	NA	blue1
GS1_SS_14911_05368	NA	lightskyblue4
GS1_SS_14914_03734	NA	darkviolet
GS1_SS_14918_08292	NA	plum3
GS1_SS_14927_12553	NA	blue1
GS1_SS_14929_05148	NA	antiquewhite2
GS1_SS_14936_16051	NA	lavender
GS1_SS_14937_14321	NA	lightskyblue4
GS1_SS_14938_07177	NA	cornflowerblue
GS1_SS_14939_21284	NA	cornflowerblue
GS1_SS_14940_19878	NA	cornflowerblue
GS1_SS_14943_12304	NA	darkviolet
GS1_SS_14945_19938	NA	cornflowerblue
GS1_SS_14946_15012	NA	cornflowerblue
GS1_SS_14967_03201	NA	lavender
GS1_SS_14968_03244	NA	lavender
GS1_SS_14970_15316	NA	coral4
GS1_SS_14981_12223	NA	lavender
GS1_SS_14982_10703	NA	lightskyblue4
GS1_SS_14986_11706	NA	cornflowerblue
GS1_SS_14989_07190	NA	cornflowerblue
GS1_SS_14990_16798	NA	cornflowerblue
GS1_SS_14991_11728	NA	coral4
GS1_SS_14992_06036	NA	lavender
GS1_SS_14993_06401	NA	cornflowerblue
GS1_SS_14996_13074	NA	lightskyblue4
GS1_SS_15001_09205	NA	coral4
GS1_SS_15004_20194	NA	cornflowerblue
GS1_SS_15005_13470	NA	darkviolet
GS1_SS_15006_15455	NA	coral4
GS1_SS_15007_04428	NA	coral4
GS1_SS_15011_12064	NA	coral4
GS1_SS_15012_09500	NA	blue1
GS1_SS_15015_03992	NA	cornflowerblue
GS1_SS_15016_11517	NA	lavender
GS1_SS_15018_00238	NA	lavender
GS1_SS_15031_08870	NA	blue1
GS1_SS_15037_01436	NA	cornflowerblue
GS1_SS_15038_17778	NA	lavender
GS1_SS_15039_00606	NA	cornflowerblue
GS1_SS_15040_14504	NA	lavender
GS1_SS_15041_02285	NA	coral4
GS1_SS_15042_13931	NA	cornflowerblue
GS1_SS_15044_14856	NA	cornflowerblue
GS1_SS_15048_17158	NA	darkviolet
GS1_SS_15049_17960	NA	cornflowerblue
GS1_SS_15053_18095	NA	antiquewhite2
GS1_SS_15055_08330	NA	cornflowerblue
GS1_SS_15056_08630	NA	blue1
GS1_SS_15058_11513	NA	coral4
GS1_SS_15069_02324	NA	cornflowerblue
GS1_SS_15078_12584	NA	lavender
GS1_SS_15079_10153	NA	darkviolet
GS1_SS_15088_14038	NA	cornflowerblue
GS1_SS_15089_17943	NA	blue1
GS1_SS_15094_09466	NA	lavender
GS1_SS_15096_04782	NA	lavender
GS1_SS_15097_18336	NA	darkviolet
GS1_SS_15098_04118	NA	coral4
GS1_SS_15100_16665	NA	antiquewhite2
GS1_SS_15101_08577	NA	cornflowerblue
GS1_SS_15104_12536	NA	coral4
GS1_SS_15110_09769	NA	darkviolet
GS1_SS_15113_16756	NA	lightskyblue4
GS1_SS_15114_10276	NA	darkviolet
GS1_SS_15117_09346	NA	darkviolet
GS1_SS_15119_14348	NA	cornflowerblue
GS1_SS_15124_13871	NA	lightskyblue4
GS1_SS_15126_14332	NA	coral4
GS1_SS_15128_13702	NA	darkviolet
GS1_SS_15137_14800	NA	cornflowerblue
GS1_SS_15138_10765	NA	lavender
GS1_SS_15139_11362	NA	lavender
GS1_SS_15140_21028	NA	lavender
GS1_SS_15142_20424	NA	darkviolet
GS1_SS_15149_11626	NA	lavender
GS1_SS_15151_19195	NA	coral4
GS1_SS_15152_03649	NA	darkviolet
GS1_SS_15154_13716	NA	lavender
GS1_SS_15160_05934	NA	cornflowerblue
GS1_SS_15169_04694	NA	darkviolet
GS1_SS_15170_16429	NA	lavender
GS1_SS_15178_05198	NA	cornflowerblue
GS1_SS_15183_08293	NA	lavender
GS1_SS_15185_13239	NA	cornflowerblue
GS1_SS_15191_10357	NA	coral4
GS1_SS_15193_03735	NA	darkviolet
GS1_SS_15195_12836	NA	cornflowerblue
GS1_SS_15200_17598	NA	lavender
GS1_SS_15201_08894	NA	darkviolet
GS1_SS_15203_16481	NA	coral4
GS1_SS_15220_12028	NA	lavender
GS1_SS_15222_03492	NA	darkviolet
GS1_SS_15224_19028	NA	lavender
GS1_SS_15226_09240	NA	blue1
GS1_SS_15227_08132	NA	lightskyblue4
GS1_SS_15230_20775	NA	lavender
GS1_SS_15233_12955	NA	cornflowerblue
GS1_SS_15235_13077	NA	lavender
GS1_SS_15243_04565	NA	cornflowerblue
GS1_SS_15248_08401	NA	blue1
GS1_SS_15250_09843	NA	cornflowerblue
GS1_SS_15255_09448	NA	blue1
GS1_SS_15264_01431	NA	darkviolet
GS1_SS_15265_07157	NA	lavender
GS1_SS_15272_11456	NA	cornflowerblue
GS1_SS_15275_10760	NA	darkviolet
GS1_SS_15277_14286	NA	blue1
GS1_SS_15287_08603	NA	blue1
GS1_SS_15288_15569	NA	lightskyblue4
GS1_SS_15290_20994	NA	coral4
GS1_SS_15291_11212	NA	blue1
GS1_SS_15292_15403	NA	cornflowerblue
GS1_SS_15293_15022	NA	cornflowerblue
GS1_SS_15294_21596	NA	darkviolet
GS1_SS_15296_16869	NA	darkviolet
GS1_SS_15301_12931	NA	cornflowerblue
GS1_SS_15307_09135	NA	darkviolet
GS1_SS_15316_10177	NA	cornflowerblue
GS1_SS_15327_11820	NA	lavender
GS1_SS_15332_01724	NA	blue1
GS1_SS_15336_01398	NA	darkviolet
GS1_SS_15340_08748	NA	lavender
GS1_SS_15344_12547	NA	lightskyblue4
GS1_SS_15349_09033	NA	darkviolet
GS1_SS_15354_14198	NA	coral4
GS1_SS_15356_04122	NA	coral4
GS1_SS_15358_13624	NA	coral4
GS1_SS_15359_13174	NA	lightskyblue4
GS1_SS_15361_20525	NA	cornflowerblue
GS1_SS_15367_01794	NA	blue1
GS1_SS_15374_11943	NA	antiquewhite2
GS1_SS_15375_04366	NA	coral4
GS1_SS_15376_16659	NA	cornflowerblue
GS1_SS_15406_14298	NA	lavender
GS1_SS_15411_05575	NA	coral4
GS1_SS_15424_20499	NA	lavender
GS1_SS_15426_08898	NA	antiquewhite2
GS1_SS_15434_08463	NA	lavender
GS1_SS_15435_12974	NA	lavender
GS1_SS_15438_21504	NA	cornflowerblue
GS1_SS_15445_14432	NA	cornflowerblue
GS1_SS_15450_19545	NA	lightskyblue4
GS1_SS_15455_13536	NA	blue1
GS1_SS_15464_05355	NA	cornflowerblue
GS1_SS_15467_02488	NA	lightskyblue4
GS1_SS_15468_17702	NA	cornflowerblue
GS1_SS_15470_16204	NA	cornflowerblue
GS1_SS_15475_10590	NA	antiquewhite2
GS1_SS_15484_09884	NA	darkviolet
GS1_SS_15486_15197	NA	darkviolet
GS1_SS_15494_08444	NA	cornflowerblue
GS1_SS_15495_19925	NA	lavender
GS1_SS_15498_07041	NA	coral4
GS1_SS_15503_12495	NA	lavender
GS1_SS_15504_21221	NA	coral4
GS1_SS_15506_11166	NA	lavender
GS1_SS_15507_01276	NA	blue1
GS1_SS_15509_13879	NA	cornflowerblue
GS1_SS_15511_14746	NA	darkseagreen3
GS1_SS_15517_09464	NA	coral4
GS1_SS_15521_02106	NA	blue1
GS1_SS_15523_15300	NA	coral4
GS1_SS_15526_10431	NA	coral4
GS1_SS_15534_11596	NA	darkviolet
GS1_SS_15541_09102	NA	lavender
GS1_SS_15544_17574	NA	cornflowerblue
GS1_SS_15547_00657	NA	blue1
GS1_SS_15554_17299	NA	lightskyblue4
GS1_SS_15555_03709	NA	darkviolet
GS1_SS_15566_17461	NA	darkseagreen3
GS1_SS_15573_11647	NA	lavender
GS1_SS_15575_21602	NA	lavender
GS1_SS_15576_08937	NA	cornflowerblue
GS1_SS_15581_16940	NA	lightskyblue4
GS1_SS_15587_18318	NA	antiquewhite2
GS1_SS_15588_10305	NA	cornflowerblue
GS1_SS_15594_18058	NA	darkviolet
GS1_SS_15609_11383	NA	lavender
GS1_SS_15610_05394	NA	lavender
GS1_SS_15612_11721	NA	lightskyblue4
GS1_SS_15614_12389	NA	lightskyblue4
GS1_SS_15618_12775	NA	darkseagreen3
GS1_SS_15619_21613	NA	cornflowerblue
GS1_SS_15620_05080	NA	antiquewhite4
GS1_SS_15626_14328	NA	cornflowerblue
GS1_SS_15629_19763	NA	darkviolet
GS1_SS_15632_00826	NA	lavender
GS1_SS_15634_17605	NA	lavender
GS1_SS_15636_15445	NA	blue1
GS1_SS_15645_16608	NA	cornflowerblue
GS1_SS_15657_14012	NA	blue1
GS1_SS_15665_06471	NA	coral4
GS1_SS_15675_17118	NA	lavender
GS1_SS_15678_10629	NA	blue1
GS1_SS_15681_12496	NA	lavender
GS1_SS_15694_00309	NA	lavender
GS1_SS_15697_00727	NA	lightskyblue4
GS1_SS_15704_10140	NA	darkviolet
GS1_SS_15709_02221	NA	coral4
GS1_SS_15713_10279	NA	lavender
GS1_SS_15717_01454	NA	cornflowerblue
GS1_SS_15718_11247	NA	darkviolet
GS1_SS_15724_15503	NA	lavender
GS1_SS_15731_15414	NA	coral4
GS1_SS_15735_06448	NA	darkviolet
GS1_SS_15741_17468	NA	coral4
GS1_SS_15742_12390	NA	darkviolet
GS1_SS_15743_10335	NA	cornflowerblue
GS1_SS_15751_07737	NA	lavender
GS1_SS_15753_13090	NA	cornflowerblue
GS1_SS_15758_12965	NA	coral4
GS1_SS_15759_04861	NA	antiquewhite2
GS1_SS_15765_07606	NA	darkviolet
GS1_SS_15767_00528	NA	cornflowerblue
GS1_SS_15769_16971	NA	coral4
GS1_SS_15775_10835	NA	blue1
GS1_SS_15787_07166	NA	lavender
GS1_SS_15790_05370	NA	cornflowerblue
GS1_SS_15792_17448	NA	coral4
GS1_SS_15794_13056	NA	lightskyblue4
GS1_SS_15796_17467	NA	cornflowerblue
GS1_SS_15798_12117	NA	darkviolet
GS1_SS_15800_21210	NA	cornflowerblue
GS1_SS_15802_10594	NA	cornflowerblue
GS1_SS_15804_01246	NA	darkseagreen3
GS1_SS_15814_12773	NA	darkviolet
GS1_SS_15815_02345	NA	cornflowerblue
GS1_SS_15817_09568	NA	cornflowerblue
GS1_SS_15820_19419	NA	coral4
GS1_SS_15822_01763	NA	coral4
GS1_SS_15828_15399	NA	antiquewhite4
GS1_SS_15830_18357	NA	blue1
GS1_SS_15831_05049	NA	darkviolet
GS1_SS_15835_13179	NA	lavender
GS1_SS_15839_14048	NA	cornflowerblue
GS1_SS_15845_14766	NA	blue1
GS1_SS_15848_16167	NA	antiquewhite2
GS1_SS_15851_19576	NA	lightskyblue4
GS1_SS_15854_18993	NA	blue1
GS1_SS_15855_13085	NA	lightskyblue4
GS1_SS_15862_00379	NA	cornflowerblue
GS1_SS_15866_10861	NA	cornflowerblue
GS1_SS_15871_13830	NA	cornflowerblue
GS1_SS_15873_14398	NA	coral4
GS1_SS_15875_00327	NA	darkviolet
GS1_SS_15879_20914	NA	blue1
GS1_SS_15894_11776	NA	cornflowerblue
GS1_SS_15899_09894	NA	lightskyblue4
GS1_SS_15900_08023	NA	coral4
GS1_SS_15903_20868	NA	lightskyblue4
GS1_SS_15904_05745	NA	coral4
GS1_SS_15917_17654	NA	blue1
GS1_SS_15929_11502	NA	coral4
GS1_SS_15930_11720	NA	lavender
GS1_SS_15931_04930	NA	blue1
GS1_SS_15936_09438	NA	lavender
GS1_SS_15937_13944	NA	coral4
GS1_SS_15940_09158	NA	darkviolet
GS1_SS_15942_00946	NA	blue1
GS1_SS_15943_15575	NA	blue1
GS1_SS_15944_21765	NA	cornflowerblue
GS1_SS_15945_05631	NA	darkviolet
GS1_SS_15946_21311	NA	lavender
GS1_SS_15947_13890	NA	cornflowerblue
GS1_SS_15949_17667	NA	darkviolet
GS1_SS_15959_14349	NA	darkviolet
GS1_SS_15963_00938	NA	cornflowerblue
GS1_SS_15970_13339	NA	antiquewhite4
GS1_SS_15971_02238	NA	lightskyblue4
GS1_SS_15977_21189	NA	blue1
GS1_SS_15979_14228	NA	lavender
GS1_SS_15981_03634	NA	darkviolet
GS1_SS_15986_13894	NA	cornflowerblue
GS1_SS_15990_01345	NA	darkviolet
GS1_SS_15993_12349	NA	cornflowerblue
GS1_SS_15994_12790	NA	cornflowerblue
GS1_SS_15996_18583	NA	darkviolet
GS1_SS_16001_11254	NA	cornflowerblue
GS1_SS_16003_11234	NA	lightskyblue4
GS1_SS_16005_09886	NA	blue1
GS1_SS_16008_15464	NA	darkviolet
GS1_SS_16017_06798	NA	lavender
GS1_SS_16018_00210	NA	lavender
GS1_SS_16027_09710	NA	cornflowerblue
GS1_SS_16029_16619	NA	darkviolet
GS1_SS_16031_16983	NA	lavender
GS1_SS_16032_08893	NA	lavender
GS1_SS_16037_12628	NA	darkviolet
GS1_SS_16038_21347	NA	blue1
GS1_SS_16039_13161	NA	darkviolet
GS1_SS_16044_02866	NA	cornflowerblue
GS1_SS_16045_20726	NA	cornflowerblue
GS1_SS_16046_18360	NA	coral4
GS1_SS_16053_18290	NA	antiquewhite2
GS1_SS_16058_18459	NA	lavender
GS1_SS_16061_19921	NA	darkviolet
GS1_SS_16064_21263	NA	coral4
GS1_SS_16067_17686	NA	lightskyblue4
GS1_SS_16073_15411	NA	darkviolet
GS1_SS_16075_10034	NA	lavender
GS1_SS_16076_00602	NA	darkviolet
GS1_SS_16077_11938	NA	cornflowerblue
GS1_SS_16088_16567	NA	cornflowerblue
GS1_SS_16089_11662	NA	lavender
GS1_SS_16090_12330	NA	cornflowerblue
GS1_SS_16092_12084	NA	lavender
GS1_SS_16097_12898	NA	lavender
GS1_SS_16098_10280	NA	cornflowerblue
GS1_SS_16103_01371	NA	blue1
GS1_SS_16109_08994	NA	cornflowerblue
GS1_SS_16112_09566	NA	cornflowerblue
GS1_SS_16127_02054	NA	darkviolet
GS1_SS_16137_13855	NA	darkviolet
GS1_SS_16143_11343	NA	cornflowerblue
GS1_SS_16146_13026	NA	antiquewhite2
GS1_SS_16147_03429	NA	coral4
GS1_SS_16149_14164	NA	lavender
GS1_SS_16151_20809	NA	lightskyblue4
GS1_SS_16152_14518	NA	blue1
GS1_SS_16154_21454	NA	blue1
GS1_SS_16157_11191	NA	blue1
GS1_SS_16160_13129	NA	darkviolet
GS1_SS_16165_10859	NA	darkviolet
GS1_SS_16167_06632	NA	darkviolet
GS1_SS_16173_02782	NA	blue1
GS1_SS_16175_18631	NA	antiquewhite4
GS1_SS_16184_19733	NA	cornflowerblue
GS1_SS_16185_00711	NA	darkseagreen3
GS1_SS_16192_16179	NA	darkviolet
GS1_SS_16193_18144	NA	blue1
GS1_SS_16194_10230	NA	darkviolet
GS1_SS_16199_14815	NA	darkviolet
GS1_SS_16203_08042	NA	cornflowerblue
GS1_SS_16206_10830	NA	cornflowerblue
GS1_SS_16207_15512	NA	cornflowerblue
GS1_SS_16208_00993	NA	darkviolet
GS1_SS_16217_10291	NA	lightskyblue4
GS1_SS_16219_21289	NA	antiquewhite4
GS1_SS_16221_19068	NA	darkviolet
GS1_SS_16223_13673	NA	lightskyblue4
GS1_SS_16225_20539	NA	antiquewhite2
GS1_SS_16233_19856	NA	darkviolet
GS1_SS_16240_09617	NA	darkviolet
GS1_SS_16241_01225	NA	cornflowerblue
GS1_SS_16245_13319	NA	darkviolet
GS1_SS_16252_13824	NA	cornflowerblue
GS1_SS_16254_02720	NA	lightskyblue3
GS1_SS_16257_14341	NA	cornflowerblue
GS1_SS_16265_08922	NA	coral4
GS1_SS_16269_11528	NA	coral4
GS1_SS_16284_03403	NA	darkviolet
GS1_SS_16292_21612	NA	darkviolet
GS1_SS_16297_08240	NA	blue1
GS1_SS_16301_05433	NA	coral4
GS1_SS_16302_09479	NA	blue1
GS1_SS_16307_11714	NA	darkviolet
GS1_SS_16315_13266	NA	darkviolet
GS1_SS_16325_07364	NA	lavender
GS1_SS_16329_03104	NA	lavender
GS1_SS_16336_14051	NA	darkviolet
GS1_SS_16337_17285	NA	darkviolet
GS1_SS_16340_06218	NA	cornflowerblue
GS1_SS_16347_16138	NA	lavender
GS1_SS_16352_09214	NA	lavender
GS1_SS_16353_12328	NA	coral4
GS1_SS_16354_18321	NA	darkviolet
GS1_SS_16355_09858	NA	blue1
GS1_SS_16361_04737	NA	lightskyblue3
GS1_SS_16362_19736	NA	lightskyblue4
GS1_SS_16363_16144	NA	blue1
GS1_SS_16364_10988	NA	lavender
GS1_SS_16366_13166	NA	lightskyblue4
GS1_SS_16368_11258	NA	darkviolet
GS1_SS_16370_13815	NA	lavender
GS1_SS_16371_09107	NA	coral4
GS1_SS_16374_06050	NA	cornflowerblue
GS1_SS_16383_13320	NA	lightskyblue4
GS1_SS_16386_12779	NA	darkviolet
GS1_SS_16393_14461	NA	darkviolet
GS1_SS_16395_10788	NA	darkviolet
