nodeName	altName	nodeAttr[nodesPresent, ]
GS1_SS_16406_09361	NA	cornflowerblue
GS1_SS_16414_08732	NA	cornflowerblue
GS1_SS_16417_07447	NA	lightskyblue4
GS1_SS_16418_10789	NA	cornflowerblue
GS1_SS_16427_12392	NA	lightskyblue3
GS1_SS_16428_16407	NA	blue1
GS1_SS_16429_09681	NA	cornflowerblue
GS1_SS_16437_15085	NA	cornflowerblue
GS1_SS_16445_02402	NA	cornflowerblue
GS1_SS_16448_20035	NA	lightpink3
GS1_SS_16459_10099	NA	cornflowerblue
GS1_SS_16470_00070	NA	cornflowerblue
GS1_SS_16472_20884	NA	blue1
GS1_SS_16477_11229	NA	antiquewhite2
GS1_SS_16479_04292	NA	lavender
GS1_SS_16481_18843	NA	cornflowerblue
GS1_SS_16483_06346	NA	coral4
GS1_SS_16484_08425	NA	lavender
GS1_SS_16487_02911	NA	lightskyblue4
GS1_SS_16493_20105	NA	lavender
GS1_SS_16495_11414	NA	coral4
GS1_SS_16500_07098	NA	cornflowerblue
GS1_SS_16503_06501	NA	coral4
GS1_SS_16506_13358	NA	coral4
GS1_SS_16509_13631	NA	antiquewhite2
GS1_SS_16511_04168	NA	coral4
GS1_SS_16523_01257	NA	darkseagreen3
GS1_SS_16533_19194	NA	darkviolet
GS1_SS_16537_01327	NA	cornflowerblue
GS1_SS_16539_19892	NA	cornflowerblue
GS1_SS_16543_17072	NA	lightskyblue4
GS1_SS_16547_07460	NA	plum3
GS1_SS_16553_19478	NA	lavender
GS1_SS_16560_08892	NA	lightskyblue4
GS1_SS_16564_08300	NA	darkviolet
GS1_SS_16566_00729	NA	cornflowerblue
GS1_SS_16567_01351	NA	darkviolet
GS1_SS_16572_16695	NA	cornflowerblue
GS1_SS_16573_17803	NA	coral4
GS1_SS_16579_19888	NA	antiquewhite4
GS1_SS_16581_17217	NA	lavender
GS1_SS_16583_05353	NA	cornflowerblue
GS1_SS_16587_12264	NA	cornflowerblue
GS1_SS_16588_20780	NA	cornflowerblue
GS1_SS_16598_04032	NA	darkviolet
GS1_SS_16600_21832	NA	darkviolet
GS1_SS_16602_17016	NA	darkviolet
GS1_SS_16605_21775	NA	lavender
GS1_SS_16612_06973	NA	cornflowerblue
GS1_SS_16616_07068	NA	blue1
GS1_SS_16619_12462	NA	blue1
GS1_SS_16623_18452	NA	coral4
GS1_SS_16625_14911	NA	lavender
GS1_SS_16631_13694	NA	lavender
GS1_SS_16633_11912	NA	cornflowerblue
GS1_SS_16634_14554	NA	lavender
GS1_SS_16637_14799	NA	coral4
GS1_SS_16641_03316	NA	lavender
GS1_SS_16642_00581	NA	lightskyblue4
GS1_SS_16643_02307	NA	coral4
GS1_SS_16650_02437	NA	lightskyblue4
GS1_SS_16653_09013	NA	lavender
GS1_SS_16654_01530	NA	lavender
GS1_SS_16655_20400	NA	darkviolet
GS1_SS_16656_08703	NA	lightskyblue4
GS1_SS_16657_09167	NA	cornflowerblue
GS1_SS_16658_12448	NA	lightskyblue4
GS1_SS_16660_13328	NA	plum3
GS1_SS_16663_18608	NA	blue1
GS1_SS_16668_08644	NA	cornflowerblue
GS1_SS_16673_10304	NA	cornflowerblue
GS1_SS_16674_18701	NA	darkviolet
GS1_SS_16678_10802	NA	cornflowerblue
GS1_SS_16692_02258	NA	cornflowerblue
GS1_SS_16695_08350	NA	lightskyblue4
GS1_SS_16696_15457	NA	cornflowerblue
GS1_SS_16697_16507	NA	cornflowerblue
GS1_SS_16699_17141	NA	lightskyblue4
GS1_SS_16700_04541	NA	coral4
GS1_SS_16701_14525	NA	darkviolet
GS1_SS_16713_12056	NA	darkseagreen3
GS1_SS_16722_06420	NA	lightskyblue4
GS1_SS_16723_13788	NA	lavender
GS1_SS_16736_12473	NA	coral4
GS1_SS_16741_08505	NA	darkviolet
GS1_SS_16746_11299	NA	darkviolet
GS1_SS_16755_01355	NA	cornflowerblue
GS1_SS_16757_13500	NA	cornflowerblue
GS1_SS_16762_07764	NA	blue1
GS1_SS_16777_11794	NA	cornflowerblue
GS1_SS_16780_11663	NA	plum3
GS1_SS_16782_17086	NA	cornflowerblue
GS1_SS_16783_14137	NA	coral4
GS1_SS_16791_12661	NA	coral4
GS1_SS_16802_18686	NA	lavender
GS1_SS_16804_10759	NA	darkviolet
GS1_SS_16813_07815	NA	antiquewhite2
GS1_SS_16816_04776	NA	cornflowerblue
GS1_SS_16818_05243	NA	lavender
GS1_SS_16819_11400	NA	cornflowerblue
GS1_SS_16821_05827	NA	lightskyblue4
GS1_SS_16823_18857	NA	lavender
GS1_SS_16824_16649	NA	lightskyblue4
GS1_SS_16825_18372	NA	lightpink3
GS1_SS_16827_05328	NA	lavender
GS1_SS_16829_03250	NA	cornflowerblue
GS1_SS_16831_04729	NA	cornflowerblue
GS1_SS_16838_01196	NA	lightskyblue4
GS1_SS_16840_03363	NA	cornflowerblue
GS1_SS_16841_18244	NA	blue1
GS1_SS_16843_15376	NA	antiquewhite2
GS1_SS_16844_21676	NA	lightskyblue4
GS1_SS_16855_09879	NA	lightskyblue4
GS1_SS_16860_18683	NA	lavender
GS1_SS_16861_14370	NA	cornflowerblue
GS1_SS_16863_11597	NA	cornflowerblue
GS1_SS_16866_15595	NA	lightskyblue4
GS1_SS_16872_21259	NA	darkviolet
GS1_SS_16877_07928	NA	lightpink
GS1_SS_16880_21125	NA	cornflowerblue
GS1_SS_16883_02602	NA	cornflowerblue
GS1_SS_16885_11669	NA	antiquewhite2
GS1_SS_16888_01277	NA	antiquewhite2
GS1_SS_16891_15560	NA	darkseagreen3
GS1_SS_16894_08382	NA	lightskyblue4
GS1_SS_16895_14002	NA	darkviolet
GS1_SS_16897_04163	NA	cornflowerblue
GS1_SS_16898_19287	NA	cornflowerblue
GS1_SS_16901_02379	NA	coral4
GS1_SS_16905_12724	NA	coral4
GS1_SS_16908_14285	NA	lavender
GS1_SS_16918_16815	NA	darkviolet
GS1_SS_16923_18863	NA	coral4
GS1_SS_16932_11458	NA	darkviolet
GS1_SS_16938_06182	NA	cornflowerblue
GS1_SS_16942_12723	NA	lavender
GS1_SS_16946_20384	NA	blue1
GS1_SS_16954_19249	NA	darkviolet
GS1_SS_16955_05160	NA	cornflowerblue
GS1_SS_16961_12153	NA	antiquewhite2
GS1_SS_16967_05902	NA	darkviolet
GS1_SS_16968_10290	NA	darkviolet
GS1_SS_16970_12355	NA	cornflowerblue
GS1_SS_16971_01611	NA	lavender
GS1_SS_16974_15453	NA	cornflowerblue
GS1_SS_16987_20789	NA	cornflowerblue
GS1_SS_16990_06444	NA	coral4
GS1_SS_16991_20314	NA	cornflowerblue
GS1_SS_16994_14131	NA	cornflowerblue
GS1_SS_17000_05231	NA	cornflowerblue
GS1_SS_17003_15404	NA	cornflowerblue
GS1_SS_17007_17518	NA	lavender
GS1_SS_17017_01652	NA	lavender
GS1_SS_17027_09397	NA	cornflowerblue
GS1_SS_17030_17324	NA	darkviolet
GS1_SS_17031_17389	NA	coral4
GS1_SS_17036_08036	NA	lavender
GS1_SS_17052_05753	NA	darkviolet
GS1_SS_17058_16910	NA	darkviolet
GS1_SS_17059_08075	NA	cornflowerblue
GS1_SS_17066_14032	NA	cornflowerblue
GS1_SS_17069_03411	NA	lavender
GS1_SS_17073_13459	NA	darkviolet
GS1_SS_17074_18235	NA	cornflowerblue
GS1_SS_17076_15134	NA	lightskyblue4
GS1_SS_17078_19614	NA	darkviolet
GS1_SS_17080_13715	NA	coral4
GS1_SS_17082_11718	NA	coral4
GS1_SS_17087_15758	NA	cornflowerblue
GS1_SS_17088_16561	NA	blue1
GS1_SS_17089_12519	NA	coral4
GS1_SS_17098_10523	NA	lightskyblue4
GS1_SS_17099_15344	NA	lavender
GS1_SS_17103_09802	NA	lavender
GS1_SS_17106_14634	NA	cornflowerblue
GS1_SS_17113_09717	NA	darkviolet
GS1_SS_17114_01059	NA	lightskyblue4
GS1_SS_17115_08726	NA	blue1
GS1_SS_17121_06732	NA	cornflowerblue
GS1_SS_17122_01323	NA	lightskyblue4
GS1_SS_17125_05715	NA	lavender
GS1_SS_17126_18877	NA	lavender
GS1_SS_17127_13405	NA	cornflowerblue
GS1_SS_17130_11627	NA	darkviolet
GS1_SS_17135_14149	NA	lightskyblue4
GS1_SS_17141_18080	NA	lightskyblue4
GS1_SS_17153_20181	NA	cornflowerblue
GS1_SS_17159_14253	NA	cornflowerblue
GS1_SS_17160_11610	NA	darkviolet
GS1_SS_17161_15064	NA	lavender
GS1_SS_17162_18770	NA	blue1
GS1_SS_17163_16582	NA	cornflowerblue
GS1_SS_17165_09672	NA	darkviolet
GS1_SS_17166_18926	NA	lightskyblue4
GS1_SS_17169_12484	NA	cornflowerblue
GS1_SS_17171_16781	NA	lavender
GS1_SS_17173_11958	NA	blue1
GS1_SS_17175_18334	NA	coral4
GS1_SS_17183_12306	NA	lavender
GS1_SS_17190_15693	NA	lightskyblue4
GS1_SS_17194_20403	NA	coral4
GS1_SS_17207_11830	NA	coral4
GS1_SS_17211_09221	NA	cornflowerblue
GS1_SS_17212_18898	NA	darkviolet
GS1_SS_17232_13211	NA	plum3
GS1_SS_17233_09249	NA	cornflowerblue
GS1_SS_17235_20339	NA	darkviolet
GS1_SS_17238_09480	NA	coral4
GS1_SS_17241_09603	NA	cornflowerblue
GS1_SS_17243_05692	NA	lavender
GS1_SS_17245_02763	NA	coral4
GS1_SS_17251_11418	NA	cornflowerblue
GS1_SS_17252_08881	NA	coral4
GS1_SS_17261_19981	NA	cornflowerblue
GS1_SS_17264_07752	NA	lavender
GS1_SS_17269_08166	NA	cornflowerblue
GS1_SS_17273_06847	NA	darkviolet
GS1_SS_17277_05640	NA	cornflowerblue
GS1_SS_17278_03232	NA	antiquewhite2
GS1_SS_17279_14197	NA	blue1
GS1_SS_17290_14221	NA	blue1
GS1_SS_17292_13568	NA	darkviolet
GS1_SS_17296_06390	NA	darkviolet
GS1_SS_17297_01167	NA	blue1
GS1_SS_17299_12443	NA	coral4
GS1_SS_17301_13497	NA	darkviolet
GS1_SS_17304_14112	NA	darkviolet
GS1_SS_17311_11462	NA	lightskyblue4
GS1_SS_17320_12506	NA	cornflowerblue
GS1_SS_17322_06127	NA	lavender
GS1_SS_17325_15130	NA	darkviolet
GS1_SS_17326_20059	NA	lightskyblue4
GS1_SS_17334_12054	NA	lavender
GS1_SS_17339_20333	NA	darkviolet
GS1_SS_17343_06925	NA	cornflowerblue
GS1_SS_17356_10984	NA	darkviolet
GS1_SS_17357_19854	NA	lightskyblue4
GS1_SS_17362_08695	NA	lightskyblue4
GS1_SS_17363_05334	NA	lavender
GS1_SS_17365_12850	NA	cornflowerblue
GS1_SS_17367_20633	NA	cornflowerblue
GS1_SS_17368_04816	NA	lavender
GS1_SS_17389_10698	NA	lightskyblue4
GS1_SS_17391_14928	NA	darkviolet
GS1_SS_17392_11097	NA	darkviolet
GS1_SS_17395_12258	NA	cornflowerblue
GS1_SS_17401_05402	NA	coral4
GS1_SS_17407_10921	NA	darkviolet
GS1_SS_17408_18948	NA	coral4
GS1_SS_17410_18143	NA	lavender
GS1_SS_17413_08327	NA	cornflowerblue
GS1_SS_17419_11232	NA	darkviolet
GS1_SS_17425_21238	NA	cornflowerblue
GS1_SS_17426_10819	NA	cornflowerblue
GS1_SS_17427_19810	NA	cornflowerblue
GS1_SS_17430_19886	NA	darkviolet
GS1_SS_17435_16323	NA	cornflowerblue
GS1_SS_17442_12410	NA	lightskyblue4
GS1_SS_17445_01310	NA	lightpink3
GS1_SS_17448_18746	NA	blue1
GS1_SS_17460_03701	NA	antiquewhite2
GS1_SS_17461_08595	NA	lightskyblue4
GS1_SS_17463_07049	NA	lightskyblue4
GS1_SS_17469_11499	NA	cornflowerblue
GS1_SS_17473_18727	NA	antiquewhite2
GS1_SS_17484_10296	NA	blue1
GS1_SS_17490_08923	NA	darkviolet
GS1_SS_17495_17713	NA	lavender
GS1_SS_17496_05233	NA	cornflowerblue
GS1_SS_17498_04302	NA	blue1
GS1_SS_17500_14794	NA	lavender
GS1_SS_17503_14606	NA	cornflowerblue
GS1_SS_17510_12061	NA	cornflowerblue
GS1_SS_17513_09918	NA	cornflowerblue
GS1_SS_17517_11707	NA	darkviolet
GS1_SS_17521_20383	NA	cornflowerblue
GS1_SS_17522_13407	NA	cornflowerblue
GS1_SS_17527_20678	NA	lavender
GS1_SS_17538_13933	NA	lavender
GS1_SS_17550_11756	NA	lavender
GS1_SS_17551_15069	NA	coral4
GS1_SS_17553_14160	NA	cornflowerblue
GS1_SS_17555_04561	NA	darkviolet
GS1_SS_17566_06407	NA	coral4
GS1_SS_17570_20754	NA	darkviolet
GS1_SS_17577_10568	NA	cornflowerblue
GS1_SS_17581_14110	NA	cornflowerblue
GS1_SS_17585_17824	NA	cornflowerblue
GS1_SS_17587_15770	NA	cornflowerblue
GS1_SS_17588_08540	NA	cornflowerblue
GS1_SS_17598_13313	NA	antiquewhite2
GS1_SS_17600_07169	NA	darkviolet
GS1_SS_17605_14658	NA	cornflowerblue
GS1_SS_17609_11542	NA	lavender
GS1_SS_17613_00702	NA	cornflowerblue
GS1_SS_17615_04944	NA	coral4
GS1_SS_17623_08858	NA	darkviolet
GS1_SS_17628_13817	NA	darkviolet
GS1_SS_17633_14263	NA	lightskyblue4
GS1_SS_17641_20249	NA	cornflowerblue
GS1_SS_17642_00625	NA	lavender
GS1_SS_17643_13259	NA	darkviolet
GS1_SS_17645_06164	NA	blue1
GS1_SS_17648_16297	NA	cornflowerblue
GS1_SS_17649_09648	NA	blue1
GS1_SS_17657_11157	NA	cornflowerblue
GS1_SS_17664_11867	NA	coral4
GS1_SS_17669_12186	NA	lavender
GS1_SS_17679_13738	NA	lavender
GS1_SS_17684_13787	NA	lightskyblue4
GS1_SS_17685_10640	NA	darkviolet
GS1_SS_17686_05654	NA	cornflowerblue
GS1_SS_17687_06834	NA	lavender
GS1_SS_17688_10418	NA	cornflowerblue
GS1_SS_17692_17379	NA	lavender
GS1_SS_17696_05957	NA	blue1
GS1_SS_17697_05708	NA	lightskyblue4
GS1_SS_17699_12788	NA	antiquewhite2
GS1_SS_17701_12090	NA	cornflowerblue
GS1_SS_17702_12663	NA	lightskyblue4
GS1_SS_17704_13535	NA	darkviolet
GS1_SS_17707_09818	NA	lightskyblue4
GS1_SS_17715_13808	NA	cornflowerblue
GS1_SS_17723_06062	NA	lavender
GS1_SS_17730_03812	NA	blue1
GS1_SS_17741_18616	NA	lightskyblue4
GS1_SS_17744_16222	NA	coral4
GS1_SS_17750_08554	NA	darkviolet
GS1_SS_17753_16757	NA	cornflowerblue
GS1_SS_17760_15090	NA	coral4
GS1_SS_17764_14403	NA	cornflowerblue
GS1_SS_17769_06453	NA	cornflowerblue
GS1_SS_17771_16541	NA	cornflowerblue
GS1_SS_17772_12005	NA	lavender
GS1_SS_17776_05320	NA	lavender
GS1_SS_17778_09272	NA	cornflowerblue
GS1_SS_17779_16788	NA	coral4
GS1_SS_17780_12906	NA	coral4
GS1_SS_17786_14243	NA	darkviolet
GS1_SS_17787_14082	NA	cornflowerblue
GS1_SS_17795_14558	NA	darkviolet
GS1_SS_17796_21178	NA	blue1
GS1_SS_17801_08924	NA	lightskyblue4
GS1_SS_17806_20038	NA	blue1
GS1_SS_17817_08022	NA	coral4
GS1_SS_17824_14963	NA	lavender
GS1_SS_17826_13484	NA	lavender
GS1_SS_17828_13744	NA	blue1
GS1_SS_17829_12391	NA	coral4
GS1_SS_17831_17095	NA	lavender
GS1_SS_17838_11694	NA	cornflowerblue
GS1_SS_17839_02986	NA	lightskyblue4
GS1_SS_17840_11230	NA	plum3
GS1_SS_17849_10223	NA	blue1
GS1_SS_17852_09184	NA	blue1
GS1_SS_17855_10430	NA	lavender
GS1_SS_17857_11856	NA	antiquewhite4
GS1_SS_17869_13453	NA	darkviolet
GS1_SS_17878_21570	NA	darkviolet
GS1_SS_17881_10632	NA	coral4
GS1_SS_17882_12880	NA	darkviolet
GS1_SS_17883_18520	NA	cornflowerblue
GS1_SS_17884_02872	NA	cornflowerblue
GS1_SS_17887_04009	NA	darkviolet
GS1_SS_17889_03431	NA	coral4
GS1_SS_17897_00752	NA	lavender
GS1_SS_17898_20019	NA	lavender
GS1_SS_17900_05313	NA	darkviolet
GS1_SS_17905_14499	NA	lavender
GS1_SS_17912_07696	NA	blue1
GS1_SS_17921_14006	NA	lavender
GS1_SS_17923_17966	NA	cornflowerblue
GS1_SS_17924_09495	NA	antiquewhite4
GS1_SS_17926_08433	NA	darkviolet
GS1_SS_17942_10733	NA	darkviolet
GS1_SS_17945_01874	NA	cornflowerblue
GS1_SS_17953_15017	NA	lightskyblue4
GS1_SS_17955_14009	NA	cornflowerblue
GS1_SS_17961_09967	NA	lightskyblue4
GS1_SS_17962_14128	NA	darkviolet
GS1_SS_17963_19831	NA	darkviolet
GS1_SS_17965_17260	NA	lightskyblue4
GS1_SS_17969_04668	NA	cornflowerblue
GS1_SS_17971_09401	NA	darkviolet
GS1_SS_17974_11098	NA	cornflowerblue
GS1_SS_17975_17319	NA	darkviolet
GS1_SS_17979_08427	NA	lavender
GS1_SS_17980_13489	NA	coral4
GS1_SS_17983_17532	NA	lightskyblue4
GS1_SS_17989_11161	NA	cornflowerblue
GS1_SS_17991_12078	NA	darkviolet
GS1_SS_17995_13906	NA	cornflowerblue
GS1_SS_17998_03156	NA	lightskyblue4
GS1_SS_18002_12234	NA	cornflowerblue
GS1_SS_18008_02489	NA	lightskyblue4
GS1_SS_18010_10601	NA	lavender
GS1_SS_18011_02697	NA	cornflowerblue
GS1_SS_18012_14443	NA	coral4
GS1_SS_18014_18929	NA	lightskyblue4
GS1_SS_18015_16174	NA	lavender
GS1_SS_18018_11150	NA	darkviolet
GS1_SS_18019_11726	NA	blue1
GS1_SS_18020_12585	NA	lavender
GS1_SS_18022_13080	NA	darkseagreen3
GS1_SS_18031_11746	NA	cornflowerblue
GS1_SS_18033_12465	NA	cornflowerblue
GS1_SS_18036_12997	NA	darkseagreen3
GS1_SS_18040_14000	NA	antiquewhite2
GS1_SS_18042_19411	NA	lightskyblue4
GS1_SS_18043_02070	NA	blue1
GS1_SS_18046_18491	NA	coral4
GS1_SS_18047_06054	NA	coral4
GS1_SS_18049_13107	NA	darkviolet
GS1_SS_18053_09018	NA	coral4
GS1_SS_18064_10866	NA	cornflowerblue
GS1_SS_18066_13688	NA	cornflowerblue
GS1_SS_18068_00686	NA	lavender
GS1_SS_18069_18005	NA	lightskyblue4
GS1_SS_18075_00106	NA	blue1
GS1_SS_18077_08194	NA	lavender
GS1_SS_18082_18658	NA	cornflowerblue
GS1_SS_18083_10148	NA	lavender
GS1_SS_18094_21334	NA	cornflowerblue
GS1_SS_18100_05502	NA	coral4
GS1_SS_18101_08806	NA	antiquewhite2
GS1_SS_18103_17277	NA	blue1
GS1_SS_18106_11993	NA	cornflowerblue
GS1_SS_18115_12912	NA	lightskyblue4
GS1_SS_18116_07970	NA	cornflowerblue
GS1_SS_18130_10995	NA	coral4
GS1_SS_18138_17029	NA	antiquewhite2
GS1_SS_18139_10272	NA	cornflowerblue
GS1_SS_18143_12857	NA	lavender
GS1_SS_18145_17897	NA	cornflowerblue
GS1_SS_18146_10617	NA	darkviolet
GS1_SS_18149_17266	NA	coral4
GS1_SS_18162_07401	NA	blue1
GS1_SS_18166_18957	NA	coral4
GS1_SS_18167_03187	NA	cornflowerblue
GS1_SS_18169_06238	NA	cornflowerblue
GS1_SS_18170_19060	NA	darkviolet
GS1_SS_18172_21277	NA	darkviolet
GS1_SS_18176_12363	NA	darkviolet
GS1_SS_18182_14543	NA	darkseagreen3
GS1_SS_18186_14028	NA	darkviolet
GS1_SS_18187_00760	NA	coral4
GS1_SS_18190_14644	NA	coral4
GS1_SS_18192_21167	NA	darkviolet
GS1_SS_18193_12935	NA	cornflowerblue
GS1_SS_18195_13560	NA	cornflowerblue
GS1_SS_18196_14238	NA	lavender
GS1_SS_18200_12138	NA	coral4
GS1_SS_18208_17395	NA	lavender
GS1_SS_18211_08313	NA	blue1
GS1_SS_18213_07962	NA	cornflowerblue
GS1_SS_18216_06395	NA	lavender
GS1_SS_18224_12175	NA	cornflowerblue
GS1_SS_18225_20245	NA	lightskyblue4
GS1_SS_18227_15078	NA	coral4
GS1_SS_18234_04463	NA	cornflowerblue
GS1_SS_18238_16749	NA	blue1
GS1_SS_18239_13865	NA	darkviolet
GS1_SS_18240_21403	NA	cornflowerblue
GS1_SS_18244_14104	NA	lavender
GS1_SS_18245_20602	NA	cornflowerblue
GS1_SS_18246_11096	NA	cornflowerblue
GS1_SS_18248_14979	NA	lightskyblue4
GS1_SS_18252_02954	NA	darkviolet
GS1_SS_18255_13785	NA	lavender
GS1_SS_18256_09251	NA	blue1
GS1_SS_18258_13594	NA	cornflowerblue
GS1_SS_18269_03387	NA	cornflowerblue
GS1_SS_18270_03584	NA	lavender
GS1_SS_18272_13256	NA	lightskyblue4
GS1_SS_18277_17348	NA	cornflowerblue
GS1_SS_18278_09889	NA	blue1
GS1_SS_18280_17755	NA	antiquewhite2
GS1_SS_18283_16067	NA	coral4
GS1_SS_18284_15771	NA	darkviolet
GS1_SS_18294_14659	NA	lightskyblue4
GS1_SS_18300_16922	NA	cornflowerblue
GS1_SS_18303_07090	NA	blue1
GS1_SS_18306_11673	NA	coral4
GS1_SS_18307_10813	NA	darkviolet
GS1_SS_18313_04045	NA	darkviolet
GS1_SS_18314_06609	NA	antiquewhite4
GS1_SS_18315_16584	NA	darkviolet
GS1_SS_18321_11168	NA	blue1
GS1_SS_18327_18887	NA	cornflowerblue
GS1_SS_18329_09966	NA	coral4
GS1_SS_18334_11566	NA	coral4
GS1_SS_18344_01636	NA	darkviolet
GS1_SS_18346_20769	NA	coral4
GS1_SS_18347_14479	NA	lightskyblue4
GS1_SS_18359_10638	NA	darkviolet
GS1_SS_18360_05918	NA	lavender
GS1_SS_18361_05562	NA	lavender
GS1_SS_18362_06279	NA	lightskyblue4
GS1_SS_18365_04740	NA	lightskyblue4
GS1_SS_18367_09675	NA	coral4
GS1_SS_18368_01915	NA	lavender
GS1_SS_18372_09083	NA	cornflowerblue
GS1_SS_18379_03049	NA	cornflowerblue
GS1_SS_18386_00514	NA	blue1
GS1_SS_18389_08196	NA	darkviolet
GS1_SS_18395_08634	NA	darkviolet
GS1_SS_18396_03521	NA	lavender
GS1_SS_18397_01900	NA	cornflowerblue
GS1_SS_18398_15176	NA	cornflowerblue
GS1_SS_18402_07636	NA	cornflowerblue
GS1_SS_18404_09231	NA	cornflowerblue
GS1_SS_18405_20387	NA	lightskyblue4
GS1_SS_18411_12856	NA	cornflowerblue
GS1_SS_18412_19711	NA	lavender
GS1_SS_18414_15960	NA	lavender
GS1_SS_18415_08288	NA	cornflowerblue
GS1_SS_18420_19515	NA	cornflowerblue
GS1_SS_18421_13299	NA	coral4
GS1_SS_18422_07046	NA	lavender
GS1_SS_18424_02873	NA	coral4
GS1_SS_18429_02410	NA	lavender
GS1_SS_18430_09463	NA	antiquewhite2
GS1_SS_18434_02558	NA	darkviolet
GS1_SS_18436_08946	NA	lavender
GS1_SS_18438_08420	NA	blue1
GS1_SS_18448_11174	NA	cornflowerblue
GS1_SS_18450_07413	NA	cornflowerblue
GS1_SS_18453_03878	NA	blue1
GS1_SS_18454_09306	NA	blue1
GS1_SS_18455_03276	NA	darkviolet
GS1_SS_18460_18010	NA	blue1
GS1_SS_18463_21827	NA	coral4
GS1_SS_18464_13351	NA	lavender
GS1_SS_18468_09347	NA	coral4
GS1_SS_18471_10852	NA	coral4
GS1_SS_18474_13741	NA	darkviolet
GS1_SS_18487_11486	NA	lightskyblue4
GS1_SS_18488_08846	NA	lavender
GS1_SS_18490_06616	NA	lavender
GS1_SS_18492_12704	NA	lavender
GS1_SS_18494_10455	NA	darkviolet
GS1_SS_18497_03037	NA	cornflowerblue
GS1_SS_18505_19852	NA	coral4
GS1_SS_18508_15468	NA	antiquewhite2
GS1_SS_18514_08363	NA	lightskyblue4
GS1_SS_18516_05876	NA	lavender
GS1_SS_18521_15637	NA	coral4
GS1_SS_18525_16306	NA	cornflowerblue
GS1_SS_18527_00072	NA	cornflowerblue
GS1_SS_18528_19251	NA	lightskyblue4
GS1_SS_18531_01863	NA	cornflowerblue
GS1_SS_18534_11390	NA	lavender
GS1_SS_18537_11660	NA	darkviolet
GS1_SS_18539_07062	NA	antiquewhite2
GS1_SS_18542_04494	NA	lightskyblue4
GS1_SS_18543_17835	NA	cornflowerblue
GS1_SS_18545_12356	NA	blue1
GS1_SS_18570_01777	NA	lavender
GS1_SS_18573_16684	NA	lightskyblue4
GS1_SS_18576_21874	NA	lightskyblue4
GS1_SS_18583_09931	NA	darkviolet
GS1_SS_18588_14955	NA	darkviolet
GS1_SS_18591_06655	NA	lavender
GS1_SS_18596_08565	NA	coral4
GS1_SS_18597_21869	NA	lightskyblue4
GS1_SS_18599_11859	NA	lavender
GS1_SS_18600_02305	NA	lightskyblue4
GS1_SS_18603_10387	NA	coral4
GS1_SS_18606_03362	NA	lavender
GS1_SS_18615_21390	NA	blue1
GS1_SS_18626_21354	NA	blue1
GS1_SS_18627_03288	NA	darkviolet
GS1_SS_18629_20098	NA	lightskyblue4
GS1_SS_18637_07657	NA	antiquewhite2
GS1_SS_18640_19368	NA	lavender
GS1_SS_18645_02713	NA	cornflowerblue
GS1_SS_18647_01241	NA	coral4
GS1_SS_18651_20457	NA	lightskyblue4
GS1_SS_18652_06246	NA	cornflowerblue
GS1_SS_18657_14497	NA	cornflowerblue
GS1_SS_18658_05224	NA	lightskyblue4
GS1_SS_18671_12992	NA	cornflowerblue
GS1_SS_18672_00949	NA	cornflowerblue
GS1_SS_18677_07418	NA	coral4
GS1_SS_18679_10261	NA	blue1
GS1_SS_18688_11891	NA	darkviolet
GS1_SS_18696_08650	NA	cornflowerblue
GS1_SS_18698_14966	NA	lavender
GS1_SS_18706_06272	NA	coral4
GS1_SS_18708_18495	NA	cornflowerblue
GS1_SS_18712_11754	NA	antiquewhite2
GS1_SS_18725_10532	NA	lavender
GS1_SS_18733_11908	NA	coral4
GS1_SS_18735_01249	NA	darkviolet
GS1_SS_18737_07574	NA	lightskyblue4
GS1_SS_18741_08497	NA	darkviolet
GS1_SS_18747_07500	NA	cornflowerblue
GS1_SS_18751_08335	NA	lightskyblue4
GS1_SS_18753_19399	NA	lightskyblue4
GS1_SS_18754_06129	NA	blue1
GS1_SS_18755_06946	NA	darkviolet
GS1_SS_18758_13846	NA	lavender
GS1_SS_18765_13212	NA	darkseagreen3
GS1_SS_18771_16493	NA	lavender
GS1_SS_18793_09983	NA	coral4
GS1_SS_18797_11789	NA	cornflowerblue
GS1_SS_18801_13789	NA	darkviolet
GS1_SS_18818_08322	NA	cornflowerblue
GS1_SS_18822_18164	NA	lavender
GS1_SS_18824_21162	NA	lavender
GS1_SS_18833_01293	NA	lavender
GS1_SS_18835_05698	NA	darkviolet
GS1_SS_18839_07066	NA	blue1
GS1_SS_18846_15364	NA	cornflowerblue
GS1_SS_18848_14639	NA	antiquewhite2
GS1_SS_18856_00961	NA	darkviolet
GS1_SS_18864_11279	NA	cornflowerblue
GS1_SS_18874_09175	NA	lavender
GS1_SS_18877_08708	NA	cornflowerblue
GS1_SS_18878_21574	NA	cornflowerblue
GS1_SS_18884_21521	NA	cornflowerblue
GS1_SS_18886_17506	NA	lightskyblue4
GS1_SS_18909_10682	NA	cornflowerblue
GS1_SS_18910_09411	NA	blue1
GS1_SS_18918_07511	NA	darkviolet
GS1_SS_18919_10287	NA	antiquewhite4
GS1_SS_18921_12375	NA	blue1
GS1_SS_18922_18909	NA	lightskyblue4
GS1_SS_18923_17003	NA	plum3
GS1_SS_18925_13603	NA	darkviolet
